                2014                  22                   4                   2                   1                   1                   3                   2                   7                   3                   1                   2                  40                   1                   1                  50                   1                 106                   2
                2014                  22                   2                   2                   1                   1                   7                   1                   3                   3                   2                   0                  -1                   2                   2                  -1                   5                 107                   2
                2014                  20                   3                   2                   1                   2                   7                   0                   8                   3                   3                   0                  -1                   3                   2                  -1                   5                 108                   2
                2014                  25                   3                   2                   1                   1                   4                   3                   4                   4                   2                   2                  40                   1                   2                  40                   1                 109                   2
                2014                  26                   3                   2                   1                   1                   3                   0                   0                   3                   3                   2                  16                   1                   2                  40                   1                 110                   2
                2014                  23                   3                   2                   2                   1                   7                   1                   1                   3                   0                   0                  -1                   5                   2                  50                   1                 111                   1
                2014                  13                   3                   0                   3                   1                   7                   0                   7                   1                   0                   0                  -1                   5                   2                  40                   1                 112                   2
                2014                  22                   1                   2                   3                   2                   4                   0                   7                   1                   0                   1                  60                   1                   1                  50                   1                 113                   1
                2014                  17                   3                   2                   3                   1                   7                   0                   7                   1                   1                   0                  -1                   5                   1                  50                   1                 114                   3
                2014                  12                   2                   0                   1                   2                   1                   0                   0                   3                   1                   2                  -1                   1                   2                  -1                   7                 115                   1
                2014                  19                   3                   5                   1                   2                   7                   3                   3                   4                   0                   0                  -1                   5                   2                  50                   1                 116                   2
                2014                  24                   2                   2                   3                   2                   3                   1                   7                   3                   3                   2                  70                   1                   2                  -1                   7                 117                   2
                2014                  21                   2                   2                   3                   1                  -1                   7                   1                   3                   0                   0                  -1                   5                   2                  40                   1                 118                   1
                2014                  24                   2                   2                   3                   1                   4                   2                   7                   4                   0                   2                  40                   1                   2                  40                   1                 119                   1
